Home,Start Time,Result,Away,AH Line Home,AH Home Odds,AH Away Odds,Home Win Odds,Draw Odds,Away Win Odds,O/U Line,Over Odds,Under Odds,Implied_GD,lambda_total,lambda_home,lambda_away,pUnder_fair,AH_model_WF,AH_market_pHome,Goals_Home,Goals_Away,PK_Home,PK_Away,IGDev_Home,IGDev_Away,H_Actual_GD_NP,H_Actual_GD_NP – Implied_GD,GD Dev Percentage,OverPerf_Thres_H,UnderPerf_Thres_H,OverPerf,UnderPerf,Normal Range
Real Madrid,2026-04-10,HT:0-0/FT:1-1,Girona,-1.75,1.97,1.85,1.67,2.7,7,3.5,1.93,1.75,1.392100,3.556663,2.474382,1.082281,0.524457,0.410800,0.484293,1,1,0,0,-1.474382,0.0822810000000001,0,-1.3921,-100.00,2.296965,0.487235,No,Yes,No
Girona,2026-04-06,HT:1-0/FT:1-0,Villarreal,0.25,1.88,1.93,3.5,2.1,2.8,2.5,1.67,2.03,-0.216762,2.876795,1.330017,1.546779,0.451351,0.513341,0.506562,1,0,0,0,-0.330017,1.546779,1,1.216762,-561.34,-0.075867,-0.357657,Yes,No,No
Alaves,2026-04-05,HT:1-1/FT:2-2,Osasuna,0,1.75,2.1,3.1,1.92,3.6,2.5,2.2,1.58,0.145255,2.353093,1.249174,1.103919,0.582011,0.535498,0.545455,2,2,1,1,-0.249174,-1.896081,0,-0.145255,-100.00,0.239671,0.050839,No,Yes,No
Oviedo,2026-04-05,HT:1-0/FT:1-0,Sevilla,0,2.02,1.8,3.6,1.82,3.4,2.5,2.3,1.53,-0.055524,2.283112,1.113794,1.169318,0.600522,0.486244,0.471204,1,0,0,0,-0.113794,1.169318,1,1.055524,-1901.02,-0.019433,-0.091615,Yes,No,No
Valencia,2026-04-05,HT:1-0/FT:2-3,Celta de Vigo,-0.25,2,1.82,3,1.95,3.6,2.5,2.1,1.63,0.177107,2.425723,1.301415,1.124308,0.563003,0.474316,0.476440,2,3,0,0,0.698585,-1.875692,-1,-1.177107,-664.63,0.292227,0.061987,No,Yes,No
Getafe,2026-04-05,HT:1-0/FT:2-0,Athletic Bilbao,0.25,1.72,2.1,3.9,1.75,3.4,1.5,1.6,2.15,-0.133277,1.925071,0.895897,1.029174,0.426667,0.543260,0.549738,2,0,0,0,1.104103,1.029174,2,2.133277,-1600.63,-0.046647,-0.219907,Yes,No,No
Atletico Madrid,2026-04-04,HT:1-1/FT:1-2,Barcelona,0.5,1.8,1.75,3.2,2.25,2.7,3.5,2.1,1.63,-0.165040,3.378776,1.606868,1.771908,0.563003,0.578866,0.492958,1,2,0,0,-0.606868,-0.228092,-1,-0.83496,505.91,-0.057764,-0.272316,No,Yes,No
Real Betis,2026-04-04,HT:0-0/FT:0-0,Espanyol,-0.5,1.77,2.03,2.2,2.25,4.5,2.5,1.75,1.93,0.695153,2.774545,1.734849,1.039696,0.475543,0.536675,0.534211,0,0,0,0,-1.734849,1.039696,0,-0.695153,-100.00,1.147002,0.243304,No,Yes,No
Mallorca,2026-04-04,HT:1-0/FT:2-1,Real Madrid,1,1.85,1.97,5,2.3,2.05,3.5,2.3,1.53,-0.866098,3.208976,1.171439,2.037537,0.600522,0.540555,0.515707,2,1,0,0,0.828561,1.037537,1,1.866098,-215.46,-0.303134,-1.429062,Yes,No,No
Sociedad,2026-04-04,HT:1-0/FT:2-0,Levante,-1,2,1.82,2.1,2.25,5,3.5,2.3,1.53,0.842690,3.208976,2.025833,1.183143,0.600522,0.454516,0.476440,2,0,0,0,-0.025833,1.183143,2,1.15731,137.34,1.390439,0.294942,Yes,No,No
Vallecano,2026-04-03,HT:0-0/FT:1-0,Elche,-0.75,1.97,1.85,2.35,2.05,4.8,2.5,1.93,1.75,0.693774,2.576058,1.634916,0.941142,0.524457,0.474560,0.484293,1,0,0,0,-0.634916,0.941142,1,0.306226,44.14,1.144727,0.242821,No,No,Yes
Real Madrid,2026-03-22,HT:0-1/FT:3-2,Atletico Madrid,-0.5,1.8,2.02,1.8,3.7,3.4,3.5,2.35,1.5,0.617799,3.164685,1.891242,1.273443,0.61039,0.518617,0.528796,3,2,1,1,0.108758,-0.273443,1,0.382201,61.86,1.019368,0.216230,No,No,Yes
Athletic Bilbao,2026-03-22,HT:2-0/FT:2-1,Real Betis,-0.5,2,1.77,2.1,3.1,3.1,2.5,1.93,1.75,0.378326,2.576058,1.477192,1.098866,0.524457,0.458608,0.469496,2,1,0,0,0.522808,-0.098866,1,0.621674,164.32,0.624238,0.132414,No,No,Yes
Celta de Vigo,2026-03-22,HT:3-1/FT:3-4,Alaves,-0.5,1.77,2.07,1.77,3.1,4.2,2.5,2.2,1.58,0.839392,2.353093,1.596242,0.756851,0.582011,0.574108,0.539063,3,4,0,0,1.403758,3.243149,-1,-1.839392,-219.13,1.384997,0.293787,No,Yes,No
Barcelona,2026-03-22,HT:1-0/FT:1-0,Vallecano,-2,2.02,1.8,1.2,6,10,3.5,1.72,1.97,2.059624,3.836114,2.947869,0.888245,0.466125,0.493577,0.471204,1,0,0,0,-1.947869,-0.888245,1,-1.059624,-51.45,3.39838,0.720868,No,Yes,No
Sevilla,2026-03-21,HT:0-2/FT:0-2,Valencia,-0.25,1.93,1.88,2.15,2.95,3.1,2.5,2.3,1.53,0.355469,2.283112,1.31929,0.963822,0.600522,0.517784,0.493438,0,2,0,0,-1.31929,1.036178,-2,-2.355469,-662.64,0.586524,0.124414,No,Yes,No
Levante,2026-03-21,HT:2-2/FT:4-2,Oviedo,-0.25,1.91,1.91,2.1,3.1,3.05,2.5,2.03,1.67,0.362531,2.481184,1.421857,1.059327,0.548649,0.519732,0.5,4,2,0,0,2.578143,0.940673,2,1.637469,451.68,0.598176,0.126886,Yes,No,No
Osasuna,2026-03-21,HT:0-0/FT:1-0,Girona,-0.5,1.97,1.8,2.1,3.1,3.05,2.5,1.87,1.8,0.362531,2.635571,1.499051,1.13652,0.509537,0.455575,0.477454,1,0,0,0,-0.499051,-1.13652,1,0.637469,175.84,0.598176,0.126886,Yes,No,No
Espanyol,2026-03-21,HT:0-2/FT:1-2,Getafe,-0.25,2.02,1.8,2.3,2.8,3.05,1.5,1.58,2.2,0.274161,1.956206,1.115183,0.841023,0.417989,0.49505,0.471204,1,2,0,0,-0.115183,1.158977,-1,-1.274161,-464.75,0.452366,0.095956,No,Yes,No
Elche,2026-03-21,HT:0-0/FT:2-1,Mallorca,-0.25,1.85,1.97,2.05,3.1,3.2,2.5,2,1.7,0.432575,2.512774,1.472675,1.0401,0.540541,0.536623,0.515707,2,1,0,0,0.527325,-0.0401,1,0.567425,131.17,0.713749,0.151401,No,No,Yes
Villarreal,2026-03-20,HT:3-0/FT:3-1,Sociedad,-0.5,1.88,1.93,1.87,3.3,3.5,2.5,1.72,1.97,0.608897,2.813994,1.711445,1.102548,0.466125,0.516168,0.506562,3,1,0,0,1.288555,-0.102548,2,1.391103,228.46,1.00468,0.213114,Yes,No,No
Vallecano,2026-03-16,HT:0-1/FT:1-1,Levante,-0.5,1.77,2.03,1.6,3.6,4.5,2.5,1.8,1.87,1.004499,2.712927,1.858713,0.854214,0.490463,0.610754,0.534211,1,1,0,0,-0.858713,0.145786,0,-1.004499,-100,1.657423,0.351575,No,Yes,No
Sociedad,2026-03-15,HT:2-0/FT:3-1,Osasuna,-0.5,1.88,1.93,1.87,3.2,3.6,2.5,1.97,1.72,0.636263,2.538895,1.587579,0.951316,0.533875,0.52225,0.506562,3,1,1,0,0.412421,0.048684,1,0.363737,57.17,1.049834,0.222692,No,No,Yes
Real Betis,2026-03-15,HT:0-1/FT:1-1,Celta de Vigo,-0.5,2,1.77,2.15,3,3.1,2.5,1.87,1.8,0.355469,2.635571,1.49552,1.140051,0.509537,0.453861,0.469496,1,1,0,0,-0.49552,-0.140051,0,-0.355469,-100,0.586524,0.124414,No,Yes,No
Barcelona,2026-03-15,HT:3-1/FT:5-2,Sevilla,-1.75,1.85,1.97,1.2,6,9,3.5,1.77,1.9,1.957277,3.757158,2.857218,0.899941,0.482289,0.525167,0.515707,5,2,2,0,0.142782,1.100059,1,-0.957277,-48.91,3.229507,0.685047,No,Yes,No
Mallorca,2026-03-15,HT:0-1/FT:2-1,Espanyol,-0.25,1.97,1.85,2.2,2.95,3.05,2.5,2.25,1.55,0.317341,2.314848,1.316094,0.998753,0.592105,0.508298,0.484293,2,1,0,0,0.683906,0.001247,1,0.682659,215.12,0.523613,0.111069,Yes,No,No
Real Madrid,2026-03-14,HT:2-0/FT:4-1,Elche,-1.75,1.91,1.91,1.18,6.5,9,3.5,2,1.7,1.973603,3.481913,2.727758,0.754155,0.540541,0.528036,0.5,4,1,0,0,1.272242,0.245845,3,1.026397,52.01,3.256445,0.690761,No,No,Yes
Oviedo,2026-03-14,HT:1-0/FT:1-0,Valencia,0,2,1.82,2.65,2.95,2.45,2.5,2.3,1.53,-0.076227,2.283112,1.103442,1.17967,0.600522,0.481117,0.47644,1,0,0,0,-0.103442,-1.17967,1,1.076227,-1411.87,-0.026679,-0.125775,Yes,No,No
Atletico Madrid,2026-03-14,HT:1-0/FT:1-0,Getafe,-0.75,1.75,2.05,1.48,3.4,6.5,2.5,2.4,1.49,1.437439,2.221455,1.829447,0.392008,0.616967,0.657383,0.539474,1,0,0,0,-0.829447,-0.392008,1,-0.437439,-30.43,2.371774,0.503104,No,Yes,No
Girona,2026-03-14,HT:1-0/FT:3-0,Athletic Bilbao,0,1.93,1.88,2.55,3.05,2.5,2.5,1.97,1.72,-0.019236,2.538895,1.25983,1.279066,0.533875,0.495446,0.493438,3,0,0,0,1.74017,-1.279066,3,3.019236,-15695.76,-0.006733,-0.031739,Yes,No,No
Alaves,2026-03-13,HT:1-0/FT:1-1,Villarreal,0.25,2,1.82,3.1,3.2,2.05,2.5,1.97,1.72,-0.401734,2.538895,1.06858,1.470315,0.533875,0.47084,0.47644,1,1,0,0,-0.06858,-0.470315,0,0.401734,-100,-0.140607,-0.662861,Yes,No,No
Espanyol,2026-03-09,HT:1-1/FT:1-1,Oviedo,-0.5,1.91,1.91,1.85,3.05,3.9,2.5,2.2,1.58,0.724461,2.353093,1.538777,0.814316,0.582011,0.544507,0.5,1,1,0,0,-0.538777,0.185684,0,-0.724461,-100,1.195361,0.253561,No,Yes,No
Valencia,2026-03-08,HT:0-1/FT:3-2,Alaves,-0.25,1.77,2.07,2,2.9,3.6,2.5,2.35,1.5,0.570976,2.246064,1.40852,0.837544,0.61039,0.572172,0.539063,3,2,1,1,0.59148,0.162456,1,0.429024,75.14,0.94211,0.199842,No,No,Yes
Sevilla,2026-03-08,HT:1-0/FT:1-1,Vallecano,0,1.75,2.1,2.4,2.9,2.8,2.5,2.2,1.58,0.149742,2.353093,1.251417,1.101675,0.582011,0.536592,0.545455,1,1,0,0,-0.251417,-0.101675,0,-0.149742,-100,0.247074,0.05241,No,Yes,No
Getafe,2026-03-08,HT:2-0/FT:2-0,Real Betis,0,1.93,1.88,2.7,2.65,2.65,1.5,1.5,2.35,-0.018158,2.061519,1.021681,1.039838,0.38961,0.495304,0.493438,2,0,0,0,0.978319,-1.039838,2,2.018158,-11114.43,-0.006355,-0.029961,Yes,No,No
Villarreal,2026-03-08,HT:2-0/FT:2-1,Elche,-1.25,2.03,1.77,1.42,4.2,5.5,2.5,1.53,2.3,1.315364,3.107797,2.21158,0.896216,0.399478,0.496348,0.465789,2,1,0,0,-0.21158,0.103784,1,-0.315364,-23.98,2.170351,0.460377,No,Yes,No
Athletic Bilbao,2026-03-07,HT:0-0/FT:0-1,Barcelona,0.75,2,1.8,4.4,4,1.55,3.5,2.15,1.6,-1.01351,3.331756,1.159123,2.172633,0.573333,0.452197,0.473684,0,1,0,0,-1.159123,-1.172633,-1,0.01351,-1.33,-0.354729,-1.672292,Yes,No,No
Atletico Madrid,2026-03-07,HT:1-1/FT:3-2,Sociedad,-0.75,1.77,2.03,1.55,3.7,4.8,2.5,1.72,1.97,1.098033,2.813994,1.956013,0.85798,0.466125,0.569031,0.534211,3,2,0,0,1.043987,1.14202,1,-0.098033,-8.93,1.811754,0.384312,No,Yes,No
Levante,2026-03-07,HT:0-0/FT:1-1,Girona,0,2.03,1.77,2.65,3.1,2.35,2.5,1.83,1.83,-0.116708,2.67406,1.278676,1.395384,0.5,0.473007,0.465789,1,1,0,0,-0.278676,-0.395384,0,0.116708,-100,-0.040848,-0.192568,Yes,No,No
Osasuna,2026-03-07,HT:0-1/FT:2-2,Mallorca,-0.5,1.77,2.03,1.67,3.3,4.5,2.5,2.2,1.58,0.962904,2.353093,1.657998,0.695094,0.582011,0.60567,0.534211,2,2,0,0,0.342002,1.304906,0,-0.962904,-100,1.588792,0.337016,No,Yes,No
Celta de Vigo,2026-03-06,HT:1-1/FT:1-2,Real Madrid,0,2.05,1.75,3.1,3.2,2.05,2.5,1.72,1.97,-0.401734,2.813994,1.20613,1.607864,0.466125,0.409692,0.460526,1,2,0,0,-0.20613,0.392136,-1,-0.598266,148.92,-0.140607,-0.662861,No,No,Yes
Vallecano,2026-03-04,HT:1-0/FT:3-0,Oviedo,-0.75,1.9,1.87,1.65,3.4,4.5,2.5,2.07,1.65,0.974608,2.450965,1.712786,0.738179,0.556452,0.541543,0.496021,3,0,1,0,0.287214,-0.738179,2,1.025392,105.21,1.608103,0.341113,No,No,Yes
Real Madrid,2026-03-02,HT:0-1/FT:0-1,Getafe,-1.25,1.77,2.07,1.27,4.8,9.5,2.5,1.67,2.03,1.954724,2.876795,2.41576,0.461036,0.451351,0.637487,0.539063,0,1,0,0,-2.41576,0.538964,-1,-2.954724,-151.16,3.225295,0.684153,No,Yes,No
Girona,2026-03-01,HT:1-0/FT:1-2,Celta de Vigo,-0.25,2.03,1.77,2.4,3.1,2.6,2.5,1.9,1.77,0.077753,2.602863,1.340308,1.262555,0.517711,0.452326,0.465789,1,2,0,0,-0.340308,0.737445,-1,-1.077753,-1386.12,0.128292,0.027214,No,Yes,No
Real Betis,2026-03-01,HT:2-0/FT:2-2,Sevilla,-0.75,2,1.82,1.7,3.4,4.2,2.5,1.93,1.75,0.878589,2.576058,1.727323,0.848735,0.524457,0.518506,0.47644,2,2,0,0,0.272677,1.151265,0,-0.878589,-100,1.449672,0.307506,No,Yes,No
Valencia,2026-03-01,HT:0-0/FT:1-0,Osasuna,-0.25,2.02,1.8,2.25,2.95,2.95,2.5,2.15,1.6,0.263128,2.386143,1.324635,1.061507,0.573333,0.495145,0.471204,1,0,1,0,-1.324635,-1.061507,0,-0.263128,-100,0.434161,0.092095,No,Yes,No
Elche,2026-03-01,HT:1-1/FT:2-2,Espanyol,0,1.75,2.05,2.3,2.95,2.85,2.5,1.93,1.75,0.208278,2.576058,1.392168,1.18389,0.524457,0.548903,0.539474,2,2,1,0,-0.392168,0.81611,-1,-1.208278,-580.13,0.343659,0.072897,No,Yes,No
Oviedo,2026-02-28,HT:0-0/FT:0-1,Atletico Madrid,0.75,1.91,1.91,4.7,3.3,1.65,2.5,1.93,1.75,-1.016849,2.576058,0.779605,1.796454,0.524457,0.448601,0.5,0,1,0,0,-0.779605,-0.796454,-1,0.016849,-1.66,-0.355897,-1.677801,Yes,No,No
Mallorca,2026-02-28,HT:0-1/FT:0-1,Sociedad,0.25,1.77,2.07,2.7,2.95,2.4,2.5,2,1.7,-0.114414,2.512774,1.19918,1.313594,0.540541,0.539985,0.539063,0,1,0,0,-1.19918,-0.313594,-1,-0.885586,774.02,-0.040045,-0.188783,No,Yes,No
Barcelona,2026-02-28,HT:2-0/FT:4-1,Villarreal,-1.75,1.97,1.85,1.27,5.5,7.5,3.5,1.65,2.07,1.725096,3.948739,2.836917,1.111822,0.443548,0.480256,0.484293,4,1,0,0,1.163083,-0.111822,3,1.274904,73.9,2.846408,0.603784,No,No,Yes
Vallecano,2026-02-28,HT:1-0/FT:1-1,Athletic Bilbao,0,1.75,2.1,2.4,2.85,2.8,2.5,2.25,1.55,0.149742,2.314848,1.232295,1.082553,0.592105,0.536849,0.545455,1,1,0,0,-0.232295,-0.082553,0,-0.149742,-100,0.247074,0.05241,No,Yes,No
Levante,2026-02-27,HT:0-0/FT:2-0,Alaves,0,1.82,2,2.5,2.85,2.7,2.5,2.3,1.53,0.07476,2.283112,1.178936,1.104176,0.600522,0.51852,0.52356,2,0,0,0,0.821064,-1.104176,2,1.92524,2575.23,0.123354,0.026166,Yes,No,No
Alaves,2026-02-23,HT:1-1/FT:2-2,Girona,-0.25,2.07,1.77,2.35,2.7,3.05,2.5,2.35,1.5,0.253269,2.246064,1.249667,0.996397,0.61039,0.491825,0.460938,2,2,0,0,0.750333,1.003603,0,-0.253269,-100,0.417894,0.088644,No,Yes,No
Villarreal ,2026-02-22,HT:2-1/FT:2-1,Valencia,-0.75,1.88,1.93,1.65,3.6,4.2,2.5,1.75,1.93,0.907588,2.774545,1.841067,0.933479,0.475543,0.525555,0.506562,2,1,1,1,-0.841067,-0.933479,1,0.092412,10.18,1.49752,0.317656,No,Yes,No
Celta de Vigo ,2026-02-22,HT:0-0/FT:2-0,Mallorca,-0.75,2.03,1.77,1.77,3.2,4.2,2.5,2.1,1.63,0.839392,2.425723,1.632558,0.793166,0.563003,0.508515,0.465789,2,0,1,0,-0.632558,-0.793166,1,0.160608,19.13,1.384997,0.293787,No,Yes,No
Barcelona ,2026-02-22,HT:2-0/FT:3-0,Levante,-2.75,1.97,1.8,1.07,9.5,12,4.5,2.3,1.53,2.348115,4.145056,3.246585,0.898471,0.600522,0.404341,0.477454,3,0,0,0,-0.246585,-0.898471,3,0.651885,27.76,3.87439,0.82184,No,Yes,No
Getafe ,2026-02-22,HT:0-0/FT:0-1,Sevilla,-0.25,2.02,1.8,2.3,2.75,3.1,1.5,1.58,2.2,0.289956,1.956206,1.123081,0.833125,0.417989,0.499297,0.471204,0,1,0,0,-1.123081,0.166875,-1,-1.289956,-444.88,0.478427,0.101485,No,Yes,No
Atletico Madrid ,2026-02-21,HT:1-1/FT:4-2,Espanyol,-1.25,2.05,1.75,1.4,4,6.5,2.5,1.75,1.93,1.49142,2.774545,2.132982,0.641563,0.475543,0.533998,0.460526,4,2,0,0,1.867018,1.358437,2,0.50858,34.1,2.460843,0.521997,No,Yes,No
Osasuna ,2026-02-21,HT:1-0/FT:2-1,Real Madrid,0.75,1.92,1.85,4.2,3.7,1.63,2.5,1.6,2.15,-0.919434,2.984522,1.032544,1.951978,0.426667,0.471788,0.490716,2,1,1,0,-0.032544,-0.951978,0,0.919434,-100,-0.321802,-1.517066,Yes,No,No
Real Betis ,2026-02-21,HT:1-1/FT:1-1,Vallecano,-0.5,1.87,1.87,1.87,3.2,3.7,2.5,1.83,1.83,0.662878,2.67406,1.668469,1.005591,0.5,0.528967,0.5,1,1,0,0,-0.668469,-0.005591,0,-0.662878,-100,1.093749,0.232007,No,Yes,No
Sociedad ,2026-02-21,HT:0-0/FT:3-3,Oviedo,-1,1.93,1.88,1.5,3.6,6,2.5,1.87,1.8,1.346646,2.635571,1.991109,0.644462,0.509537,0.563847,0.493438,3,3,0,0,1.008891,2.355538,0,-1.346646,-100,2.221966,0.471326,No,Yes,No
Athletic Bilbao ,2026-02-20,HT:0-0/FT:2-1,Elche,-0.75,1.8,1.97,1.6,3.6,4.5,2.5,1.87,1.8,1.004499,2.635571,1.820035,0.815536,0.509537,0.548288,0.522546,2,1,1,1,-0.820035,-0.815536,1,-0.004499,-0.45,1.657423,0.351575,No,Yes,No
Levante ,2026-02-18,HT:0-0/FT:0-1,Villarreal,0.75,1.85,1.87,3.6,3.7,1.75,2.5,1.6,2.15,-0.700688,2.984522,1.141917,1.842605,0.426667,0.520486,0.502688,0,1,0,0,-1.141917,-0.842605,-1,-0.299312,42.72,-0.245241,-1.156135,No,No,Yes
Girona ,2026-02-16,HT:0-0/FT:2-1,Barcelona,1.5,1.9,2.04,6.5,5.2,1.3,3.5,1.77,1.9,-1.563408,3.757158,1.096875,2.660283,0.482289,0.503187,0.517766,2,1,0,0,0.903125,-1.660283,1,2.563408,-163.96,-0.547193,-2.579623,Yes,No,No
Mallorca ,2026-02-15,HT:0-2/FT:1-2,Real Betis,0.25,1.75,2.05,2.75,3,2.35,2.5,1.97,1.72,-0.15269,2.538895,1.193103,1.345793,0.533875,0.530558,0.539474,1,2,0,0,-0.193103,0.654207,-1,-0.84731,554.92,-0.053442,-0.251939,No,Yes,No
Levante ,2026-02-15,HT:0-0/FT:0-2,Valencia,0,1.92,1.85,2.55,3.05,2.5,2.5,1.97,1.72,-0.019236,2.538895,1.25983,1.279066,0.533875,0.495446,0.490716,0,2,0,0,-1.25983,0.720934,-2,-1.980764,10297.17,-0.006733,-0.031739,No,Yes,No
Vallecano ,2026-02-15,HT:2-0/FT:3-0,Atletico Madrid,0.5,1.92,1.85,3.7,3.3,1.85,2.5,2.07,1.65,-0.673323,2.450965,0.888821,1.562144,0.556452,0.468577,0.490716,3,0,0,0,2.111179,-1.562144,3,3.673323,-545.55,-0.235663,-1.110983,Yes,No,No
Oviedo ,2026-02-15,HT:1-0/FT:1-2,Athletic Bilbao,0.25,1.92,1.85,3.4,2.85,2.1,2.5,2.3,1.53,-0.468058,2.283112,0.907527,1.375585,0.600522,0.453917,0.490716,1,2,0,1,0.092473,-0.375585,0,0.468058,-100,-0.16382,-0.772296,Yes,No,No
Real Madrid ,2026-02-14,HT:3-1/FT:4-1,Sociedad,-1.25,1.82,2,1.3,5.2,7,2.5,1.49,2.4,1.635396,3.185046,2.410221,0.774825,0.383033,0.565594,0.52356,4,1,2,1,-0.410221,-0.774825,2,0.364604,22.29,2.698403,0.572389,No,Yes,No
Sevilla ,2026-02-14,HT:1-0/FT:1-1,Alaves,-0.25,1.8,1.97,2.05,2.9,3.4,2.5,2.3,1.53,0.491466,2.283112,1.387289,0.895823,0.600522,0.551954,0.522546,1,1,0,0,-0.387289,0.104177,0,-0.491466,-100,0.810919,0.172013,No,Yes,No
Getafe ,2026-02-14,HT:1-0/FT:2-1,Villarreal,0,2.1,1.72,3.1,2.9,2.2,1.5,1.45,2.5,-0.333137,2.149347,0.908105,1.241242,0.367089,0.415767,0.450262,2,1,1,0,0.091895,-0.241242,0,0.333137,-100,-0.116598,-0.549676,Yes,No,No
Espanyol ,2026-02-14,HT:0-1/FT:2-2,Celta de Vigo,0,1.77,2.03,2.4,3,2.7,2.5,2.1,1.63,0.114414,2.425723,1.270069,1.155655,0.563003,0.527608,0.534211,2,2,0,0,0.729931,0.844345,0,-0.114414,-100,0.188783,0.040045,No,Yes,No
Elche ,2026-02-13,HT:0-0/FT:0-0,Osasuna,0,1.93,1.88,2.65,2.85,2.55,2.5,1.97,1.72,-0.037366,2.538895,1.250765,1.288131,0.533875,0.491155,0.493438,0,0,0,0,-1.250765,-1.288131,0,0.037366,-100,-0.013078,-0.061654,Yes,No,No
